,Name
5146,Enlarge
5147,Enlightened Ascetic
5148,Enlightened Maniac
5149,Enlightened Tutor
5150,Enlisted Wurm
5151,Enlistment Officer
5152,Enormous Baloth
5153,Enrage
5154,Enraged Ceratok
5155,Enraged Giant
5156,Enraged Killbot
5157,Enraged Revolutionary
5158,Enraging Licid
5159,Enshrined Memories
5160,Enshrouding Mist
5161,Enslave
5162,Enslaved Dwarf
5163,Enslaved Horror
5164,Enslaved Scout
5165,Ensnare
5166,Ensnaring Bridge
5167,Ensoul Artifact
5168,Ensouled Scimitar
5169,Entangler
5170,Entangling Trap
5171,Entangling Vines
5172,Enter the Dungeon
5173,Enter the God-Eternals
5174,Enter the Infinite
5175,Enter the Unknown
5176,Breaking // Entering (Entering)
5177,Enthralling Victor
5178,Entirely Normal Armchair
5179,Entomb
5180,Entomber Exarch
5181,Entourage of Trest
5182,Entrails Feaster
5183,Entrancing Melody
5184,Entrapment Maneuver
5185,Entreat the Angels
5186,Entreat the Dead
5187,Entropic Eidolon
5188,Entropic Specter
5189,Envelop
5190,Eon Hub
5191,"Ephara, God of the Polis"
5192,Ephara's Enlightenment
5193,Ephara's Radiance
5194,Ephara's Warden
5195,Ephemeral Shields
5196,Ephemerate
5197,Ephemeron
5198,Epic Confrontation
5199,Epic Experiment
5200,Epic Proportions
5201,Epic Struggle
5202,Epicenter
5203,Epicure of Blood
5204,Epiphany at the Drownyard
5205,Epiphany Storm
5206,Epitaph Golem
5207,Epochrasite
5208,Equal Treatment
5209,Equestrian Skill
5210,Equilibrium
5211,Equinox
5212,Equipoise
5213,Era of Innovation
5214,Eradicate
5215,Erase
5216,Erase (Not the Urza's Legacy One)
5217,"Erayo, Soratami Ascendant"
5218,"Erayo, Soratami Ascendant (Erayo's Essence)"
5219,Erdwal Illuminator
5220,Erdwal Ripper
5221,"Erebos, God of the Dead"
5222,Erebos's Emissary
5223,Erebos's Titan
5224,Erg Raiders
5225,Erhnam Djinn
5226,Erithizon
5227,Eron the Relentless
5228,Erosion
5229,Errand of Duty
5230,Errant Doomsayers
5231,Errant Ephemeron
5232,Errant Minion
5233,Errantry
5234,Erratic Cyclops
5235,Erratic Explosion
5236,Erratic Mutation
5237,Erratic Portal
5238,Erratic Visionary
5239,Trial // Error (Error)
5240,Ersatz Gnomes
5241,Erstwhile Trooper
5242,"Ertai, the Corrupted"
5243,"Ertai, Wizard Adept"
5244,Ertai's Familiar
5245,Ertai's Meddling
5246,Ertai's Trickery
5247,Erupting Dreadwolf
5248,Escape Artist
5249,Escape Routes
5250,Escaped Null
5251,Escaped Shapeshifter
5252,Esper Battlemage
5253,Esper Charm
5254,Esper Cormorants
5255,Esper Panorama
5256,Esper Sojourners
5257,Esper Stormblade
5258,Esperzoa
5259,Essence Backlash
5260,Essence Bottle
5261,Essence Capture
5262,Essence Depleter
5263,Essence Drain
5264,Essence Extraction
5265,Essence Feed
5266,Essence Filter
5267,Essence Flare
5268,Essence Flux
5269,Essence Fracture
5270,Essence Harvest
5271,Essence Leak
5272,Essence of the Wild
5273,Essence Scatter
5274,Essence Sliver
5275,Essence Vortex
5276,Essence Warden
5277,"Estrid, the Masked"
5278,Estrid's Invocation
5279,"Etali, Primal Storm"
5280,Etched Champion
5281,Etched Monstrosity
5282,Etched Oracle
5283,Etchings of the Chosen
5284,Eternal Dominion
5285,Eternal Dragon
5286,Eternal Flame
5287,Eternal Isolation
5288,Eternal of Harsh Truths
5289,Eternal Scourge
5290,Eternal Skylord
5291,Eternal Taskmaster
5292,Eternal Thirst
5293,Eternal Warrior
5294,Eternal Witness
5295,Eternity Snare
5296,Eternity Vessel
5297,Ether Well
5298,Ethercaste Knight
5299,Ethereal Absolution
5300,Ethereal Ambush
5301,Ethereal Armor
5302,Ethereal Champion
5303,Ethereal Elk
5304,Ethereal Guidance
5305,Ethereal Haze
5306,Ethereal Usher
5307,Ethereal Whiskergill
5308,Etherium Abomination
5309,Etherium Astrolabe
5310,Etherium Sculptor
5311,Etherium-Horn Sorcerer
5312,Ethersworn Adjudicator
5313,Ethersworn Canonist
5314,Ethersworn Shieldmage
5315,Etherwrought Page
5316,"Etrata, the Silencer"
5317,Eunuchs' Intrigues
5318,Eureka
5319,Evacuation
5320,Evanescent Intellect
5321,Evangel of Heliod
5322,Evangelize
5323,Evaporate
5324,Evasive Action
5325,Even the Odds
5326,Ever After
5327,Everbark Shaman
5328,Everdawn Champion
5329,Everdream
5330,Everflame Eidolon
5331,Everflowing Chalice
5332,Everglades
5333,Everglove Courier
5334,Everlasting Torment
5335,Evermind
5336,Evernight Shade
5337,Evershrike
5338,Ever-Watching Threshold
5339,Everythingamajig (Everythingamajig (a))
5340,Everythingamajig (Everythingamajig (b))
5341,Everythingamajig (Everythingamajig (c))
5342,Everythingamajig (Everythingamajig (d))
5343,Everythingamajig (Everythingamajig (e))
5344,Everythingamajig (Everythingamajig (f))
5345,Evil Eye of Orms-by-Gore
5346,Evil Eye of Urborg
5347,Evil Presence
5348,Evil Twin
5349,Evincar's Justice
5350,Eviscerate
5351,Eviscerator
5352,Evolution Charm
5353,Evolution Sage
5354,Evolution Vat
5355,Evolutionary Escalation
5356,Evolutionary Leap
5357,Evolving Wilds
5358,"Evra, Halcyon Witness"
5359,Exalted Angel
5360,Exalted Dragon
5361,"Exava, Rakdos Blood Witch"
5362,Excavating Anurid
5363,Excavation
5364,Excavation Elephant
5365,Excavator
5366,Excise
5367,Exclude
5368,Exclusion Mage
5369,Exclusion Ritual
5370,Excommunicate
5371,Excoriate
5372,Excruciator
5373,Execute
5374,Executioner's Capsule
5375,Executioner's Hood
5376,Executioner's Swing
5377,Exemplar of Strength
5378,Exert Influence
5379,Exhaustion
5380,Exhume
5381,Exhumer Thrull
5382,Exile
5383,Exile into Darkness
5384,Exiled Boggart
5385,Exiled Doomsayer
5386,Exorcist
5387,Exoskeletal Armor
5388,Exotic Curse
5389,Exotic Disease
5390,Exotic Orchard
5391,Expansion // Explosion (Expansion)
5392,Expedite
5393,Expedition Envoy
5394,Expedition Map
5395,Expedition Raptor
5396,Expel from Orazca
5397,Expendable Troops
5398,Experiment Kraj
5399,Experiment One
5400,Experimental Aviator
5401,Experimental Frenzy
5402,Exploding Borders
5403,Exploration
5404,Explore
5405,Explorer's Scope
5406,Expansion // Explosion (Explosion)
5407,Explosive Apparatus
5408,Explosive Growth
5409,Explosive Impact
5410,Explosive Revelation
5411,Explosive Vegetation
5412,Expose Evil
5413,Expose to Daylight
5414,Expropriate
5415,Expunge
5416,Exquisite Archangel
5417,Exquisite Blood
5418,Exquisite Firecraft
5419,Exsanguinate
5420,Extinction
5421,Extinguish
5422,Extinguish All Hope
5423,Extirpate
5424,Extortion
5425,Extra Arms
5426,Extract
5427,Extract from Darkness
5428,Extractor Demon
5429,Extraplanar Lens
5430,Extravagant Spirit
5431,Extremely Slow Zombie
5432,Extricator of Flesh
5433,Extricator of Sin
5434,Extruder
5435,Exuberant Firestoker
5436,Exultant Cultist
5437,Exultant Skymarcher
5438,Eye for an Eye
5439,Eye Gouge
5440,Eye of Doom
5441,Eye of Nowhere
5442,Eye of Ramos
5443,Eye of Singularity
5444,Eye of the Storm
5445,Eye of Ugin
5446,Eye of Yawgmoth
5447,Eye Spy
5448,Eye to Eye
5449,Eyeblight Assassin
5450,Eyeblight Massacre
5451,Eyeblight's Ending
5452,Eyekite
5453,Eyeless Watcher
5454,Eyes Everywhere
5455,Eyes in the Skies
5456,Eyes of the Watcher
5457,Eyes of the Wisent
5458,"Ezuri, Claw of Progress"
5459,"Ezuri, Renegade Leader"
5460,Ezuri's Archers
5461,Ezuri's Brigade
5462,Ezuri's Predation
5463,Fa'adiyah Seer
5464,Fable of Wolf and Owl
5465,Fabled Hero
5466,Fabricate
5467,Fabrication Module
5468,Face of Divinity
5469,Face of Fear
5470,Face to Face
5471,Faceless Butcher
5472,Faceless Devourer
5473,Faces of the Past
5474,Facevaulter
5475,Fact or Fiction
5476,Fade Away
5477,Fade from Memory
5478,Fade into Antiquity
5479,Faerie Aerie
5480,Faerie Artisans
5481,Faerie Conclave
5482,Faerie Duelist
5483,Faerie Harbinger
5484,Faerie Impostor
5485,Faerie Invaders
5486,Faerie Macabre
5487,Faerie Mechanist
5488,Faerie Miscreant
5489,Faerie Noble
5490,Faerie Seer
5491,Faerie Squadron
5492,Faerie Swarm
5493,Faerie Tauntings
5494,Faerie Trickery
5495,Failed Inspection
5496,Failure // Comply (Failure)
5497,Fairgrounds Trumpeter
5498,Fairgrounds Warden
5499,Faith Healer
5500,Faith of the Devoted
5501,Faith Unbroken
5502,Faithbearer Paladin
5503,Faithful Squire
5504,Faithless Looting
5505,Faith's Fetters
5506,Faith's Reward
5507,Faith's Shield
5508,Falkenrath Aristocrat
5509,Falkenrath Exterminator
5510,Falkenrath Gorger
5511,Falkenrath Marauders
5512,Falkenrath Noble
5513,Falkenrath Reaver
5514,Falkenrath Torturer
5515,Rise // Fall (Fall)
5516,Fall of the Gavel
5517,Fall of the Hammer
5518,Fall of the Thran
5519,Fall of the Titans
5520,Fallen Angel
5521,Fallen Askari
5522,Fallen Cleric
5523,Fallen Ferromancer
5524,Fallen Ideal
5525,Fallen Shinobi
5526,Falling Star
5527,Falling Timber
5528,Fallow Earth
5529,Fallow Wurm
5530,Fallowsage
5531,False Cure
5532,False Dawn
5533,False Defeat
5534,False Demise
5535,False Memories
5536,False Mourning
5537,False Orders
5538,False Peace
5539,False Prophet
5540,False Summoning
5541,Falter
5542,Claim // Fame (Fame)
5543,Familiar Ground
5544,Familiar's Ruse
5545,Famine
5546,Famished Ghoul
5547,Famished Paladin
5548,Fan Bearer
5549,Fan Favorite
5550,Fanatic of Mogis
5551,Fanatic of Xenagos
5552,Fanatical Devotion
5553,Fanatical Fever
5554,Fanatical Firebrand
5555,Fang of the Pack
5556,Fang Skulkin
5557,Fangren Firstborn
5558,Fangren Hunter
5559,Fangren Marauder
5560,Fangren Pathcutter
5561,Fanning the Flames
5562,Far // Away (Far)
5563,Far Wanderings
5564,Farbog Boneflinger
5565,Farbog Explorer
5566,Farbog Revenant
5567,Farewell to Arms
5568,Farhaven Elf
5569,Farm // Market (Farm)
5570,Farmstead
5571,Farmstead Gleaner
5572,Farrelite Priest
5573,Farrel's Mantle
5574,Farrel's Zealot
5575,Farseek
5576,Farsight Mask
5577,Fascination
5578,Fascist Art Director
5579,Fastbond
5580,Fasting
5581,Fat Ass
5582,Fatal Attraction
5583,Fatal Blow
5584,Fatal Frenzy
5585,Fatal Fumes
5586,Fatal Lore
5587,Fatal Mutation
5588,Fatal Push
5589,Fate Foretold
5590,Fate Forgotten
5591,Fate Transfer
5592,Fate Unraveler
5593,Fated Conflagration
5594,Fated Infatuation
5595,Fated Intervention
5596,Fated Retribution
5597,Fated Return
5598,Fateful Showdown
5599,Fatespinner
5600,Fatestitcher
5601,Fathom Feeder
5602,Fathom Fleet Boarder
5603,Fathom Fleet Captain
5604,Fathom Fleet Cutthroat
5605,Fathom Fleet Firebrand
5606,Fathom Mage
5607,Fathom Seer
5608,Fathom Trawl
5609,Fatigue
5610,Fault Line
5611,Fault Riders
5612,Faultgrinder
5613,Fauna Shaman
5614,Favor of the Mighty
5615,Favor of the Overbeing
5616,Favor of the Woods
5617,Favorable Destiny
5618,Favorable Winds
5619,Favored Hoplite
5620,"Fblthp, the Lost"
5621,Fear
5622,Fearless Halberdier
5623,Fearsome Awakening
5624,Fearsome Temper
5625,Feast of Blood
5626,Feast of Dreams
5627,Feast of Flesh
5628,Feast of the Unicorn
5629,Feast of Worms
5630,Feast on the Fallen
5631,Feast or Famine
5632,Feaster of Fools
5633,Feat of Resistance
5634,"Feather, the Redeemed"
5635,Fecundity
5636,Feebleness
5637,Mouth // Feed (Feed)
5638,Feed the Clan
5639,Feed the Pack
5640,Feedback
5641,Feedback Bolt
5642,Feeding Frenzy
5643,Feeling of Dread
5644,Feint
5645,Feisty Stegosaurus
5646,Feiyi Snake
5647,Feldon of the Third Path
5648,Feldon's Cane
5649,Felhide Brawler
5650,Felhide Minotaur
5651,Felhide Petrifier
5652,Felhide Spiritbinder
5653,Felidar Cub
5654,Felidar Guardian
5655,Felidar Sovereign
5656,Felidar Umbra
5657,Fell Flagship
5658,Fell Shepherd
5659,Fell Specter
5660,Fell the Mighty
5661,Fellwar Stone
5662,Femeref Archers
5663,Femeref Enchantress
5664,Femeref Healer
5665,Femeref Knight
5666,Femeref Scouts
5667,Fen Hauler
5668,Fen Stalker
5669,Fencer Clique
5670,Fencer's Magemark
5671,Fencing Ace
5672,Fend Off
5673,Fendeep Summoner
5674,Feral Abomination
5675,Feral Animist
5676,Feral Contest
5677,Feral Deceiver
5678,Feral Hydra
5679,Feral Incarnation
5680,Feral Instinct
5681,Feral Invocation
5682,Feral Krushok
5683,Feral Lightning
5684,Feral Maaka
5685,Feral Prowler
5686,Feral Ridgewolf
5687,Feral Shadow
5688,Feral Thallid
5689,Feral Throwback
5690,Ferocious Charge
5691,Ferocious Pup
5692,Ferocious Zheng
5693,Ferocity
5694,Feroz's Ban
5695,Ferropede
5696,Ferrovore
5697,Fertile Ground
5698,Fertile Imagination
5699,Fertile Thicket
5700,Fertilid
5701,Fervent Cathar
5702,Fervent Charge
5703,Fervent Denial
5704,Fervent Paincaster
5705,Fervent Strike
5706,Fervor
5707,Festercreep
5708,Festergloom
5709,Festerhide Boar
5710,Festering Evil
5711,Festering Goblin
5712,Festering March
5713,Festering Mummy
5714,Festering Newt
5715,Festering Wound
5716,Festival
5717,Festival of the Guildpact
5718,Festival of Trokin
5719,Fetid Heath
5720,Fetid Horror
5721,Fetid Imp
5722,Fetid Pools
5723,Fettergeist
5724,Feudkiller's Verdict
5725,Fever Charm
5726,Fevered Convulsions
5727,Fevered Strength
5728,Fevered Visions
5729,Fibrous Entangler
5730,Fickle Efreet
5731,Fiddlehead Kami
5732,Field Creeper
5733,Field Marshal
5734,Field of Dreams
5735,Field of Reality
5736,Field of Ruin
5737,Field of Souls
5738,Field of the Dead
5739,Field Surgeon
5740,Fieldmist Borderpost
5741,Fiend Binder
5742,Fiend Hunter
5743,Fiend of the Shadows
5744,Fiendslayer Paladin
5745,Fierce Empath
5746,Fierce Invocation
5747,Fiery Bombardment
5748,Fiery Cannonade
5749,Fiery Conclusion
5750,Fiery Confluence
5751,Fiery Fall
5752,Fiery Finish
5753,Fiery Gambit
5754,Fiery Hellhound
5755,Fiery Impulse
5756,Fiery Intervention
5757,Fiery Islet
5758,Fiery Justice
5759,Fiery Mantle
5760,Fiery Temper
5761,Prepare // Fight (Fight)
5762,Fight or Flight
5763,Fight to the Death
5764,Fight with Fire
5765,Fighting Chance
5766,Fighting Drake
5767,Figure of Destiny
5768,Filigree Angel
5769,Filigree Crawler
5770,Filigree Familiar
5771,Filigree Fracture
5772,Filigree Sages
5773,Fill with Fright
5774,Filth
5775,Filthy Cur
5776,Final Fortune
5777,Final Iteration
5778,Final Judgment
5779,Final Parting
5780,Final Payment
5781,Final Punishment
5782,Final Revels
5783,Final Reward
5784,Final Strike
5785,Finale of Devastation
5786,Finale of Eternity
5787,Finale of Glory
5788,Finale of Promise
5789,Finale of Revelation
5790,Find // Finality (Finality)
5791,Final-Sting Faerie
5792,Find // Finality (Find)
5793,"Finders, Keepers"
5794,Finest Hour
5795,Start // Finish (Finish)
5796,Fire // Ice (Fire)
5797,Fire Ambush
5798,Fire and Brimstone
5799,Fire Ants
5800,Fire at Will
5801,Fire Bowman
5802,Fire Covenant
5803,Fire Diamond
5804,Fire Dragon
5805,Fire Drake
5806,Fire Elemental
5807,Fire Imp
5808,Fire Juggler
5809,Fire Servant
5810,Fire Shrine Keeper
5811,Fire Snake
5812,Fire Sprites
5813,Fire Tempest
5814,Fire Urchin
5815,Fire Whip
5816,Fireball
5817,Fire-Belly Changeling
5818,Fireblade Artist
5819,Fireblast
5820,Firebolt
5821,Firebrand Archer
5822,Firebrand Ranger
5823,Firebreathing
5824,Firecannon Blast
5825,Firecat Blitz
5826,Firedrinker Satyr
5827,Fire-Field Ogre
5828,Firefiend Elemental
5829,Firefist Adept
5830,Firefist Striker
5831,Firefly
5832,Fireforger's Puzzleknot
5833,Firefright Mage
5834,Firehoof Cavalry
5835,Fire-Lit Thicket
5836,Firemane Angel
5837,Firemane Avenger
5838,Firemantle Mage
5839,Firemaw Kavu
5840,Firemind Vessel
5841,Firemind's Foresight
5842,Firemind's Research
5843,Fire-Omen Crane
5844,Fires of Undeath
5845,Fires of Yavimaya
5846,Firescreamer
5847,Fireshrieker
5848,Fireslinger
5849,Firesong and Sunspeaker
5850,Firespout
5851,Firestorm
5852,Firestorm Hellkite
5853,Firestorm Phoenix
5854,Firewake Sliver
5855,Firewild Borderpost
5856,Firewing Phoenix
5857,"First Come, First Served"
5858,First Pick
5859,First Response
5860,First Sliver's Chosen
5861,First Volley
5862,First-Sphere Gargantua
5863,Fishliver Oil
5864,Fissure
5865,Fissure Vent
5866,Fist of Suns
5867,Fistful of Force
5868,Fists of Flame
5869,Fists of Ironwood
5870,Fists of the Anvil
5871,Fists of the Demigod
5872,Fit of Rage
5873,Five-Alarm Fire
5874,Five-Finger Discount
5875,Flaccify
5876,Flagstones of Trokair
5877,Flailing Drake
5878,Flailing Manticore
5879,Flailing Ogre
5880,Flailing Soldier
5881,Flame Burst
5882,Flame Elemental
5883,Flame Fusillade
5884,Flame Jab
5885,Flame Javelin
5886,Flame Jet
5887,Flame Lash
5888,Flame Rift
5889,Flame Slash
5890,Flame Spirit
5891,Flame Sweep
5892,Flame Wave
5893,Flameblade Adept
5894,Flameblade Angel
5895,Flameblast Dragon
5896,Flameborn Hellion
5897,Flameborn Viron
5898,Flamebreak
5899,Flamecast Wheel
5900,Flamecore Elemental
5901,Flameheart Werewolf
5902,Flamekin Bladewhirl
5903,Flamekin Brawler
5904,Flamekin Harbinger
5905,Flamekin Spitfire
5906,Flamekin Village
5907,Flame-Kin War Scout
5908,Flame-Kin Zealot
5909,Flamerush Rider
5910,Flames of the Blood Hand
5911,Flames of the Firebrand
5912,Flames of the Raze-Boar
5913,Flameshadow Conjuring
5914,Flameshot
5915,Flamespeaker Adept
5916,Flamespeaker's Will
5917,Flamestick Courier
5918,Flametongue Kavu
5919,Flamewake Phoenix
5920,Flamewave Invoker
5921,Flame-Wreathed Phoenix
5922,Flamewright
5923,Flaming Gambit
5924,Flaming Sword
5925,Flanking Troops
5926,Flare
5927,Flaring Flame-Kin
5928,Flaring Pain
5929,Flash
5930,Flash Conscription
5931,Flash Counter
5932,Flash Flood
5933,Flash Foliage
5934,Flash of Defiance
5935,Flash of Insight
5936,Flashfires
5937,Flashfreeze
5938,Flatten
5939,Flay
5940,Flayed Nim
5941,Flayer Drone
5942,Flayer Husk
5943,Flayer of the Hatebound
5944,Flaying Tendrils
5945,Fledgling Djinn
5946,Fledgling Dragon
5947,Fledgling Griffin
5948,Fledgling Imp
5949,Fledgling Mawcor
5950,Fledgling Osprey
5951,Fleecemane Lion
5952,Fleet Swallower
5953,Fleetfeather Cockatrice
5954,Fleetfeather Sandals
5955,Fleetfoot Panther
5956,Fleet-Footed Monk
5957,Fleeting Aven
5958,Fleeting Distraction
5959,Fleeting Image
5960,Fleeting Memories
5961,Fleetwheel Cruiser
5962,Flensermite
5963,Flesh // Blood (Flesh)
5964,Flesh Allergy
5965,Flesh Carver
5966,Flesh Reaver
5967,Flesh to Dust
5968,Fleshbag Marauder
5969,Flesh-Eater Imp
5970,Fleshformer
5971,Fleshgrafter
5972,Fleshmad Steed
5973,Fleshpulper Giant
5974,Fleshwrither
5975,Flicker
5976,Flickerform
5977,Flickering Spirit
5978,Flickering Ward
5979,Flickerwisp
5980,Flight
5981,Flight of Equenauts
5982,Flight of Fancy
5983,Flight Spellbomb
5984,Fling
5985,Flint Golem
5986,Flinthoof Boar
5987,Flitterstep Eidolon
5988,Floating Shield
5989,Floating-Dream Zubera
5990,Flock of Rabid Sheep
5991,Flood
5992,Flood of Recollection
5993,Flood of Tears
5994,Flood Plain
5995,Floodbringer
5996,Floodchaser
5997,Flooded Grove
5998,Flooded Shoreline
5999,Flooded Strand
6000,Flooded Woodlands
6001,Floodgate
6002,Floodtide Serpent
6003,Floodwater Dam
6004,Floodwaters
6005,Floral Spuzzem
6006,Flower // Flourish (Flourish)
6007,Flourishing Defenses
6008,Flow of Ideas
6009,Flow of Maggots
6010,Flower // Flourish (Flower)
6011,Flowering Field
6012,Flowering Lumberknot
6013,Flowstone Armor
6014,Flowstone Blade
6015,Flowstone Channeler
6016,Flowstone Charger
6017,Flowstone Crusher
6018,Flowstone Embrace
6019,Flowstone Flood
6020,Flowstone Giant
6021,Flowstone Hellion
6022,Flowstone Mauler
6023,Flowstone Overseer
6024,Flowstone Salamander
6025,Flowstone Sculpture
6026,Flowstone Shambler
6027,Flowstone Slide
6028,Flowstone Strike
6029,Flowstone Surge
6030,Flowstone Thopter
6031,Flowstone Wall
6032,Flowstone Wyvern
6033,Fluctuator
6034,Flurry of Horns
6035,Flurry of Wings
6036,Flusterstorm
6037,Flux
6038,Flux Channeler
6039,Fluxcharger
6040,Flying Carpet
6041,Flying Crane Technique
6042,Flying Men
6043,Fodder Cannon
6044,Fodder Launch
6045,Foe-Razer Regent
6046,Fog
6047,Fog Bank
6048,Fog Elemental
6049,Fog of Gnats
6050,Fog Patch
6051,Fogwalker
6052,Foil
6053,Fold into Æther (Fold into Aether)
6054,Folk Medicine
6055,Folk of An-Havva
6056,Folk of the Pines
6057,Followed Footsteps
6058,Fomori Nomad
6059,Font of Agonies
6060,Font of Fertility
6061,Font of Fortunes
6062,Font of Ire
6063,Font of Mythos
6064,Font of Return
6065,Font of Vigor
6066,Food Chain
6067,Fool's Demise
6068,Fool's Tome
6069,Foot Soldiers
6070,Footbottom Feast
6071,Foothill Guide
6072,Footlight Fiend
6073,Footsteps of the Goryo
6074,Foratog
6075,Forbid
6076,Forbidden Alchemy
6077,Forbidden Crypt
6078,Forbidden Lore
6079,Forbidden Orchard
6080,Forbidden Ritual
6081,Forbidding Spirit
6082,Forbidding Watchtower
6083,Force Away
6084,Force Bubble
6085,Force of Despair
6086,Force of Nature
6087,Force of Negation
6088,Force of Rage
6089,Force of Savagery
6090,Force of Vigor
6091,Force of Virtue
6092,Force of Will
6093,Force Spike
6094,Force Void
6095,Forced Adaptation
6096,Forced Fruition
6097,Forced Landing
6098,Forced March
6099,Forced Retreat
6100,Forced Worship
6101,Forcefield
6102,Forcemage Advocate
6103,Forebear's Blade
6104,Foreboding Ruins
6105,Forerunner of Slaughter
6106,Forerunner of the Coalition
6107,Forerunner of the Empire
6108,Forerunner of the Heralds
6109,Forerunner of the Legion
6110,Foresee
6111,Foreshadow
6112,Foresight
6113,Forest
6114,Forest Bear
6115,Forethought Amulet
6116,Forfend
6117,Forge Armor
6118,Forge Devil
6119,Forge of Heroes
6120,Forgeborn Oreads
6121,Forgestoker Dragon
6122,Forget
6123,Forgotten Ancient
6124,Forgotten Cave
6125,Forgotten Creation
6126,Forgotten Harvest
6127,Forgotten Lore
6128,Foriysian Brigade
6129,Foriysian Interceptor
6130,Foriysian Totem
6131,Fork
6132,Fork in the Road
6133,Forked Bolt
6134,Forked Lightning
6135,Forked-Branch Garami
6136,Forlorn Pseudamma
6137,Form of the Dinosaur
6138,Form of the Dragon
6139,Form of the Squirrel
6140,Formation
6141,Formless Nurturing
6142,Forsake the Worldly
6143,Forsaken City
6144,Forsaken Drifters
6145,Forsaken Sanctuary
6146,Forsaken Wastes
6147,Fortified Area
6148,Fortified Rampart
6149,Fortified Village
6150,Fortify
6151,Fortitude
6152,Fortress Crab
6153,Fortress Cyclops
6154,Fortuitous Find
6155,Fortunate Few
6156,Fortune Thief
6157,Fortune's Favor
6158,Fossil Find
6159,Foster
6160,Foul Emissary
6161,Foul Familiar
6162,Foul Imp
6163,Foul Orchard
6164,Foul Presence
6165,Foul Renewal
6166,Foul Spirit
6167,Foul-Tongue Invocation
6168,Foul-Tongue Shriek
6169,Foundry Assembler
6170,Foundry Champion
6171,Foundry Hornet
6172,Foundry Inspector
6173,Foundry of the Consuls
6174,Foundry Screecher
6175,Foundry Street Denizen
6176,Fountain of Cho
6177,Fountain of Ichor
6178,Fountain of Renewal
6179,Fountain of Youth
6180,Fountain Watch
6181,Fourth Bridge Prowler
6182,Fowl Play
6183,Foxfire
6184,Foxfire Oak
6185,Fraction Jackson
6186,Fractured Identity
6187,Fractured Loyalty
6188,Fractured Powerstone
6189,Fracturing Gust
6190,Fragmentize
6191,Framed!
6192,Frankenstein's Monster
6193,Frankie Peanuts
6194,Frantic Purification
6195,Frantic Salvage
6196,Frantic Search
6197,Fraying Omnipotence
6198,Fraying Sanity
6199,Frazzle
6200,Frazzled Editor
6201,Freed from the Real
6202,Free-for-All
6203,Freejam Regent
6204,Free-Range Chicken
6205,Freewind Equenaut
6206,Freewind Falcon
6207,Frenetic Efreet
6208,Frenetic Ogre
6209,Frenetic Raptor
6210,Frenetic Sliver
6211,Frenzied Arynx
6212,Frenzied Fugue
6213,Frenzied Goblin
6214,Frenzied Rage
6215,Frenzied Raptor
6216,Frenzied Tilling
6217,Frenzy Sliver
6218,Fresh Meat
6219,Fresh Volunteers
6220,Fresh-Faced Recruit
6221,Fretwork Colony
6222,Freyalise Supplicant
6223,"Freyalise, Llanowar's Fury"
6224,Freyalise's Charm
6225,Freyalise's Radiance
6226,Freyalise's Winds
6227,Friendly Fire
6228,Frightcrawler
6229,Frightful Delusion
6230,Frightshroud Courier
6231,Frilled Deathspitter
6232,Frilled Mystic
6233,Frilled Oculus
6234,Frilled Sandwalla
6235,Frilled Sea Serpent
6236,Frog Tongue
6237,Frogmite
6238,Frogtosser Banneret
6239,From Beyond
6240,From the Ashes
6241,From Under the Floorboards
6242,Frontier Bivouac
6243,Frontier Guide
6244,Frontier Mastodon
6245,Frontier Siege
6246,Frontline Devastator
6247,Frontline Medic
6248,Frontline Rebel
6249,Frontline Sage
6250,Frontline Strategist
6251,Frost Breath
6252,Frost Giant
6253,Frost Lynx
6254,Frost Marsh
6255,Frost Ogre
6256,Frost Raptor
6257,Frost Titan
6258,Frost Walker
6259,Frostburn Weird
6260,Frostling
6261,Frostwalk Bastion
6262,Frostwalla
6263,Frostweb Spider
6264,Frostwielder
6265,Frostwind Invoker
6266,Frozen Æther (Frozen Aether)
6267,Frozen Shade
6268,Frozen Solid
6269,Fruit of the First Tree
6270,Fruition
6271,Fry
6272,Fuel for the Cause
6273,Fugitive Druid
6274,Fugitive Wizard
6275,Fugue
6276,Fulgent Distraction
6277,Full Moon's Rise
6278,Fulminator Mage
6279,Fumarole
6280,Fumble
6281,Fume Spitter
6282,Fumigate
6283,Fumiko the Lowblood
6284,Funeral Charm
6285,Funeral March
6286,Funeral Pyre
6287,Fungal Behemoth
6288,Fungal Bloom
6289,Fungal Infection
6290,Fungal Plots
6291,Fungal Reaches
6292,Fungal Shambler
6293,Fungal Sprouting
6294,Fungus Elemental
6295,Fungus Sliver
6296,Fungusaur
6297,Furious Assault
6298,Furious Reprisal
6299,Furious Resistance
6300,Furnace Brood
6301,Furnace Celebration
6302,Furnace Dragon
6303,Furnace of Rath
6304,Furnace Scamp
6305,Furnace Spirit
6306,Furnace Whelp
6307,Furor of the Bitten
6308,Furtive Homunculus
6309,Fury Charm
6310,Fury of the Horde
6311,Fury Sliver
6312,Fury Storm
6313,Furyblade Vampire
6314,Furyborn Hellkite
6315,Furystoke Giant
6316,Fusion Elemental
6317,Future Sight
6318,Fylamarid
6319,Fylgja
6320,Fyndhorn Bow
6321,Fyndhorn Brownie
6322,Fyndhorn Druid
6323,Fyndhorn Elder
6324,Fyndhorn Elves
6325,Fyndhorn Pollen
6326,Gabriel Angelfire
